source_system,source_file,schema_name,table_name,field_name,table_field,ordinal_position,data_type,size_text,full_type,max_length,numeric_precision,numeric_scale,is_nullable
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_episodes,cine_person_id,ssd_cin_episodes.cine_person_id,2,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_episodes,cine_referral_date,ssd_cin_episodes.cine_referral_date,3,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_episodes,cine_cin_primary_need_code,ssd_cin_episodes.cine_cin_primary_need_code,4,varchar,16,varchar(16),16,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_episodes,cine_referral_source_code,ssd_cin_episodes.cine_referral_source_code,5,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_episodes,cine_referral_source_desc,ssd_cin_episodes.cine_referral_source_desc,6,varchar,255,varchar(255),255,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_episodes,cine_referral_outcome_json,ssd_cin_episodes.cine_referral_outcome_json,7,varchar,4000,varchar(4000),4000,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_episodes,cine_referral_nfa,ssd_cin_episodes.cine_referral_nfa,8,varchar,1,varchar(1),1,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_episodes,cine_close_reason,ssd_cin_episodes.cine_close_reason,9,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_episodes,cine_close_date,ssd_cin_episodes.cine_close_date,10,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_episodes,cine_referral_team,ssd_cin_episodes.cine_referral_team,11,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_episodes,cine_referral_worker_id,ssd_cin_episodes.cine_referral_worker_id,12,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_plans,cin_plan_id,ssd_cin_plans.cin_plan_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_plans,cinp_referral_id,ssd_cin_plans.cinp_referral_id,2,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_plans,cinp_person_id,ssd_cin_plans.cinp_person_id,3,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_plans,cinp_cin_plan_start_date,ssd_cin_plans.cinp_cin_plan_start_date,4,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_plans,cinp_cin_plan_end_date,ssd_cin_plans.cinp_cin_plan_end_date,5,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_plans,cinp_cin_plan_team,ssd_cin_plans.cinp_cin_plan_team,6,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_plans,cinp_cin_plan_worker_id,ssd_cin_plans.cinp_cin_plan_worker_id,7,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_visits,cinv_cin_visit_id,ssd_cin_visits.cinv_cin_visit_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_visits,cinv_cin_plan_id,ssd_cin_visits.cinv_cin_plan_id,2,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_visits,cinv_cin_visit_date,ssd_cin_visits.cinv_cin_visit_date,3,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_visits,cinv_cin_visit_seen,ssd_cin_visits.cinv_cin_visit_seen,4,varchar,1,varchar(1),1,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_visits,cinv_cin_visit_seen_alone,ssd_cin_visits.cinv_cin_visit_seen_alone,5,varchar,1,varchar(1),1,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cin_visits,cinv_cin_visit_bedroom,ssd_cin_visits.cinv_cin_visit_bedroom,6,varchar,1,varchar(1),1,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_care_plan,lacp_cla_care_plan_id,ssd_cla_care_plan.lacp_cla_care_plan_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_care_plan,lacp_cla_care_plan_start_date,ssd_cla_care_plan.lacp_cla_care_plan_start_date,2,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_care_plan,lacp_cla_care_plan_end_date,ssd_cla_care_plan.lacp_cla_care_plan_end_date,3,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_care_plan,lacp_cla_care_plan_json,ssd_cla_care_plan.lacp_cla_care_plan_json,4,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_care_plan,lacp_person_id,ssd_cla_care_plan.lacp_person_id,5,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_convictions,clac_cla_conviction_id,ssd_cla_convictions.clac_cla_conviction_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_convictions,clac_person_id,ssd_cla_convictions.clac_person_id,2,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_convictions,clac_cla_conviction_date,ssd_cla_convictions.clac_cla_conviction_date,3,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_episodes,clae_cla_episode_id,ssd_cla_episodes.clae_cla_episode_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_episodes,clae_person_id,ssd_cla_episodes.clae_person_id,2,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_episodes,clae_cla_episode_start_date,ssd_cla_episodes.clae_cla_episode_start_date,3,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_episodes,clae_cla_episode_start_reason,ssd_cla_episodes.clae_cla_episode_start_reason,4,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_episodes,clae_cla_primary_need_code,ssd_cla_episodes.clae_cla_primary_need_code,5,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_episodes,clae_cla_id,ssd_cla_episodes.clae_cla_id,6,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_episodes,clae_referral_id,ssd_cla_episodes.clae_referral_id,7,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_episodes,clae_cla_last_iro_contact_date,ssd_cla_episodes.clae_cla_last_iro_contact_date,8,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_episodes,clae_cla_episode_ceased_date,ssd_cla_episodes.clae_cla_episode_ceased_date,9,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_episodes,clae_cla_placement_id,ssd_cla_episodes.clae_cla_placement_id,10,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_episodes,clae_entered_care_date,ssd_cla_episodes.clae_entered_care_date,11,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_episodes,clae_cla_episode_ceased_reason,ssd_cla_episodes.clae_cla_episode_ceased_reason,12,varchar,255,varchar(255),255,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_health,clah_health_check_id,ssd_cla_health.clah_health_check_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_health,clah_person_id,ssd_cla_health.clah_person_id,2,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_health,clah_health_check_type,ssd_cla_health.clah_health_check_type,3,varchar,500,varchar(500),500,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_health,clah_health_check_date,ssd_cla_health.clah_health_check_date,4,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_health,clah_health_check_status,ssd_cla_health.clah_health_check_status,5,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_immunisations,clai_person_id,ssd_cla_immunisations.clai_person_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_immunisations,clai_immunisations_status,ssd_cla_immunisations.clai_immunisations_status,2,varchar,1,varchar(1),1,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_placement,clap_cla_placement_id,ssd_cla_placement.clap_cla_placement_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_placement,clap_cla_placement_start_date,ssd_cla_placement.clap_cla_placement_start_date,2,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_placement,clap_cla_placement_type,ssd_cla_placement.clap_cla_placement_type,3,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_placement,clap_cla_placement_urn,ssd_cla_placement.clap_cla_placement_urn,4,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_placement,clap_cla_placement_distance,ssd_cla_placement.clap_cla_placement_distance,5,decimal,"7,2","decimal(7,2)",,7,2,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_placement,clap_cla_id,ssd_cla_placement.clap_cla_id,6,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_placement,clap_cla_placement_provider,ssd_cla_placement.clap_cla_placement_provider,7,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_placement,clap_cla_placement_postcode,ssd_cla_placement.clap_cla_placement_postcode,8,varchar,8,varchar(8),8,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_placement,clap_cla_placement_end_date,ssd_cla_placement.clap_cla_placement_end_date,9,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_placement,clap_cla_placement_change_reason,ssd_cla_placement.clap_cla_placement_change_reason,10,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_previous_permanence,lapp_table_id,ssd_cla_previous_permanence.lapp_table_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_previous_permanence,lapp_person_id,ssd_cla_previous_permanence.lapp_person_id,2,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_previous_permanence,lapp_previous_permanence_order_date,ssd_cla_previous_permanence.lapp_previous_permanence_order_date,3,varchar,10,varchar(10),10,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_previous_permanence,lapp_previous_permanence_option,ssd_cla_previous_permanence.lapp_previous_permanence_option,4,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_previous_permanence,lapp_previous_permanence_la,ssd_cla_previous_permanence.lapp_previous_permanence_la,5,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_reviews,clar_cla_review_id,ssd_cla_reviews.clar_cla_review_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_reviews,clar_cla_review_due_date,ssd_cla_reviews.clar_cla_review_due_date,2,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_reviews,clar_cla_review_date,ssd_cla_reviews.clar_cla_review_date,3,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_reviews,clar_cla_review_participation,ssd_cla_reviews.clar_cla_review_participation,4,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_reviews,clar_cla_id,ssd_cla_reviews.clar_cla_id,5,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_reviews,clar_cla_review_cancelled,ssd_cla_reviews.clar_cla_review_cancelled,6,varchar,1,varchar(1),1,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_reviews,clar_cla_person_id,ssd_cla_reviews.clar_cla_person_id,7,varchar,48,varchar(48),48,,,
